Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
X300_CWZ3517.1,0.276491644478553,0,0.0379422655958998,0.0643180974676472,0.366702314545361,0,0.0214615542208461,0,0,0,0.0672569451179637,0,0,0,0,0.0232271664163179,0.0515075167353181,0,0,0.155978191792347,0,0.0568738673976939,0.958,-0.0273700294239701,1.11807745408093,1.12175956376795
X301_CWZ3517.1,0.155336243495272,0,0.087326651623744,0,0.148485311720264,0.114515088556764,0,0,0,0.029211863827341,0.0802767999511813,0,0,0.047795949692052,0,0.0803604160545096,0,0.0428262682983076,0,0.259613974552714,0,0,0.996,-0.0849588732549525,1.14000395992029,1.04574856777215
X302_CWZ3517.1,0.143052252230238,0,0,0,0,0.352488022091141,0.0770983759582525,0,0.00939172899617713,0,0.0312351893105366,0,0.0907729557421666,0.177732057553174,0.108794931968315,0.19737653169674,0.0948409815236799,0,0.184301454491367,0.0131640718859734,0,0,0.002,0.220315165461253,0.988581537407582,1.48024855344776
X303_CWZ3517.1,0.110805765587195,0,0.035302718773573,0.0701147254587279,0,0.203322575575426,0.164891344204867,0.101338569407957,0.0222962501166764,0,0,0.037630503039605,0.00955908961589591,0.0258856350293943,0.154712469977478,0.0793562932935903,0.145902936390244,0,0,0,0,0,0.628,0.0387737750632452,1.07062505923963,1.16111887647063
X306_black,0.170326377464899,0,0.0233073827120973,0,0.0132711055683295,0.25449339392287,0,0,0,0,0,0.052954890902555,0,0.0399317979679981,0.0425886560419662,0.213429307489496,0.0154014972453972,0,0.239832200358201,0,0,0.289638358028685,0.0600000000000001,0.145294001379621,1.03413981389727,1.35517496770249
X306_blue,0.0810797912563735,0,0,0,0,0.162017856791442,0.0637748441847939,0.0222895982557007,0,0,0.0216209357809693,0,0,0,0.0485646086136585,0.382226542129375,0.0437694871776583,0.0907309933031095,0,0.155992542790576,0,0.398443157163605,0.002,0.243401262531443,1.00566146362997,1.47051035744726
X312_CWZ3517.1,0.2250535523731,0,0.0645389696632552,0,0,0.110741798431309,0.0429657190576752,0.196903503266826,0,0,0,0.029366538371238,0.0560631871953385,0.387757244606107,0.0352885330739378,0.135713746150035,0.0356242454214597,0,0.0491705704945563,0,0.0192115813763617,0,0.004,0.216133345229318,0.998847115990487,1.3883991894812
X313_CWZ3517.1,0.0305560191507718,0.465096588419341,0,0,0,0.349993505570029,0.161946026829542,0.170549769344744,0,0,0.0611994574497686,0,0.0408311382372594,0.0843836852474045,0.103739924807049,0.227139313049142,0,0.139393257608134,0.1125954600764,0.0250621541065909,0,0,0,0.439053760059619,0.899231652857127,1.97248629989618
X314_CWZ3517.1,0.0279461365569324,0.433329959318358,0,0,0.15589354590935,0.256831185957061,0.0155656329458715,0.081073130479314,0,0,0.0731965744740039,0,0.0788647757901548,0.146885678778572,0.079107631166183,0.165915273977861,0,0.0603095469465972,0,0.060204463908764,0,0,0.002,0.25062923094534,0.981052220318476,1.63512353620902
X316_CWZ3517.1,0.0761898976360119,0,0.0840388515530841,0.0841231561868674,0,0.339272249994242,0.0381573302338936,0.0591767963624927,0.0263640577502987,0,0,0.00879418128688287,0.0623919123596824,0.0679569961441392,0.154555103540481,0.306393937484187,0,0,0.0852544031754482,0.0387985720478051,0,0.000640971169758086,0.00800000000000001,0.186931682771522,1.00551527678058,1.43210841692527
X317_CWZ3517.1,0.0301765643385115,0,0,0,0.22182115026891,0,0.0413591556526357,0,0.0417637917539223,0,0.0127170100765003,0.0415130532196742,0,0,0,0.309170958791411,0.0102762645340686,0.16535521120198,0,0.245707882746369,0,0.0514267692353019,0.94,-0.020017027077024,1.11275148408421,1.17128781181928
X318_CWZ3517.1,0.141312934347129,0,0.0434034967739192,0.0991652103976581,0.0850362190010319,0.320485763204964,0,0,0,0,0,0,0,0.18449072557882,0.0595273517151446,0,0,0,0,0.426605942336681,0,0,0.524,0.0525550964539831,1.10741073112767,1.36002764335535
X320_CWZ3517.1,0,0.0308610058252428,0.143013235928843,0,0.176912032476892,0,0,0,0,0.0788509170984321,0,0.0786659624997311,0,0.458807792569169,0,0,0,0,0.204718894579171,0,0,0,0.96,-0.0281972243153103,1.12476499866309,1.17182984097748
X321_CWZ3517.1,0,0.101591059813278,0.0151946062507809,0,0,0.499463561686259,0.0530047728042975,0.00624220930642555,0,0,0.0763796969450924,0,0.017165852948556,0.313798076935976,0.00959368581953587,0,0.126111435163719,0,0.128311132628227,0.0581550805961016,0.042907700588599,0,0.216,0.102203231769022,1.04364660194526,1.44791887148685
X322_CWZ3517.1,0.121652948816128,0,0,0,0,0.0704038057904248,0,0.0936160405063561,0.146265974964403,0.108204315749061,0,0.116000727784976,0,0.196969256103299,0,0,0.00512582361997388,0,0.256419904216627,0,0.0712037193263398,0,0.998,-0.114975994087664,1.1410606620621,1.18586251687759
X323_CWZ3517.1,0,0.210307411721547,0,0,0,0.700161784669796,0.0176221443217955,0,0,0,0.0443406580243855,0,0.0686588065356891,0.0147977715654264,0.0848477803234905,0.122378563915556,0,0,0.0373236994086619,0.0767074653688526,0.00785783919028597,0,0.08,0.137012233235214,1.03865525329883,1.38500392504549
X327_CWZ3517.1,0,0.134353434100343,0.022690457551711,0.086262896837752,0,0.2679349892834,0,0,0,0,0.086707536342101,0,0,0.0876028140030752,0.0402183238472751,0.631281011725275,0.0451738260734816,0,0.325189161783345,0,0,0.0391172384037497,0.002,0.262374839518657,0.976732956483893,1.76653168995151
X328_CWZ3517.1,0,0.240631559689981,0.0700864153947924,0,0.0283862186190969,0.48179639925424,0,0.0881078613904956,0.0205595496300045,0,0.0661925988065364,0,0.00798958384909039,0.0482532379727058,0,0,0,0.0166334547551707,0.0966640266098074,0,0.0287082281639927,0,0.99,-0.06416571171834,1.12874346330398,1.19400913413591
hm16_CWZ3517.1,0.0346556145886266,0.573305302309656,0,0.000994996635111178,0,0.502521872583775,0.243434943390354,0.156304722978753,0,0,0.0325978262746478,0,0.0508076761844513,0.00954925984981092,0.24975386178431,0.251731638717274,0,0.0711842083051981,0,0,0,0,0,0.453036266515733,0.89087688726623,2.17684192360197
hm28_CWZ3517.1,0.00126416774391652,0.0100576960494321,0.0943428935502455,0.135091186780636,0,0.347325217789842,0.0635264763054235,0.0625419757526384,0,0,0,0.0395742802610202,0.0226342264311336,0.0174198262494783,0.0639679604456312,0.269298419631725,0,0,0,0,0.0163154871031922,0,0.488,0.0573931740007773,1.06706039608554,1.14335981409431
hm31_CWZ3517.1,0.0859895936192346,0,0.00550602884649393,0.337027325269309,0,0.354652543379035,0.33722216649634,0.140864127879492,0,0,0,0.0688936242406137,0.0629481237962279,0.047857262366154,0.109543408421243,0.178586153943596,0,0.0437399341920596,0.0882448807001589,0,0.0238644860068765,0,0,0.356673820972399,0.937261716493986,1.88493965915683
hm57_CWZ3517.1,0.127050859451219,0,0,0,0,0.454677050743058,0.105737747687713,0.113814510990463,0,0,0,0,0.0621784159548551,0,0.052205811274069,0.173341260006078,0,0.0743960839777885,0.150963249585535,0.0041759672822017,0,0,0.028,0.159366806051611,1.01652304708035,1.31854095695298
X329_CWZ3517.2,0.378661314694361,0,0.128650014098744,0,0.308914735936945,0,0,0,0.0373581228151379,0.116640344501995,0,0,0,0,0,0.0182932795270925,0.23255144027319,0,0,0.0291881186216125,0.0190403994625007,0,0.984,-0.0505685751424446,1.12006070198971,1.26929776993158
X330_CWZ3517.2,0,0.121338717770889,0.0442762267361536,0.200113387974805,0,0.103770800932579,0.37885373280175,0,0,0,0.0786131967318777,0,0,0.0884972180649743,0,0.151483858501459,0,0.00143043511196495,0.064311601758138,0,0.0985620204379656,0,0.908,-0.0113703663185191,1.07828705795862,1.33125119682256
X332_CWZ3517.2,0,0.0515167006844029,0.0164784315967646,0.0330526879694475,0,0.28320288097975,0.156621639378391,0.0685752469208909,0,0,0,0.0506829108106776,0.103011202404725,0.0072577929309764,0.173480816918264,0.209609900741913,0.000751514588286986,0,0.232082792790509,0,0,0,0.012,0.172274724765645,1.01201566718096,1.386324518715
X334_CWZ3517.2,0.218345928117295,0,0.0436807039611445,0,0,0.420285991233654,0.0152967096331902,0.058673409698231,0,0.0264154621786907,0.0635468844569825,0.0366196146907512,0,0,0.222478784208269,0.185093487117993,0,0.0495905158208016,0,0.151058374127961,0,0.467992899497289,0,0.423126630745933,0.90875319921909,1.95907876474225
X338_CWZ3517.2,0.235184104754709,0,0.0874603137846209,0,0,0.626189704537671,0,0.0473955486773343,0,0,0,0.104040392623678,0.0310714793195967,0.0344636156198491,0.0685309860798176,0,0.00571491346182905,0,0,0.154979658877025,0,0,0.848,0.00491557057138648,1.10886780002302,1.39503071773613
X341_CWZ3517.2,0,0.22459720420669,0,0.0152182173458507,0,0.391910596540059,0.246141443526676,0.191906229772097,0,0,0.210979255335913,0,0.0832005809636003,0,0.110905100285891,0.237862170678314,0.042980324355894,0.053438949463546,0,0.145202333252944,0,0.0310819972978728,0,0.277906428235485,0.968071083864952,1.98542440302535
X342_CWZ3517.2,0.265789762290581,0,0.00366777400583637,0.103609926940166,0,0.0798461121654952,0,0,0.094638024490499,0,0.0841406990317458,0,0.105246058042431,0,0,0.25229682872279,0,0.048735247195126,0,0.0515860681462917,0.00244266006722467,0,0.998,-0.0920960667695898,1.11801835081396,1.09199916109819
X344_CWZ3517.2,0,0.116725909353786,0.0299485870981272,0,0,0.278800660114655,0.154911707348552,0.00585520524433034,0,0,0,0,0.142049887813622,0,0.02167304743083,0.300878758617303,0.0749008692717066,0,0.102567479104085,0,0.093218570128283,0.00709514124636825,0.052,0.148961805983797,1.0112155000859,1.32862582277165
X346_CWZ3517.2,0,0.222032344723916,0,0.244621948322819,0,0.347726091432987,0.143925644014228,0.102848602474944,0,0,0.0156330234274675,0,0.0368801115934464,0.0911436487849631,0.161862795630588,0.273210101202274,0,0.00768764390449444,0,0.0345588875760676,0.0182139378503509,0,0,0.294567658754339,0.963913850818598,1.70034478093855
X349_CWZ3517.2,0,0.125466098709308,0.0543766142112951,0,0,0.30931771040522,0.163354288797234,0.0953598714345702,0,0,0.00250372210707705,0.00114326070142361,0.0360575285851028,0,0,0.227012519584778,0.0747275040616223,0.0446612920644811,0.13559497442353,0,0,0,0.548,0.0496237643933786,1.04629004973242,1.26957538508564
X350_CWZ3517.2,0,0,0.159688501102644,0.00873876052714481,0,0.347437116342339,0,0,0.109290065232391,0,0.0524111783181894,0.0369750186612058,0.0105544329195675,0.128456158964649,0,0,0,0.195596119761827,0.0234938785641365,0,0.0694541914356836,0,0.986,-0.0527722407782819,1.11099930483074,1.14209542182978
X351_CWZ3517.2,0.386062110366217,0,0.0449819880874501,0,0,0.420344975225298,0,0.188295194197488,0.095298296334841,0,0,0.0320368680790549,0.0961571924909867,0,0,0.0484997381449006,0.0717383963036852,0.0661847372740965,0.0157377667109754,0,0.076674269182227,0,0.548,0.0493598426720595,1.07431678679731,1.54201153239722
X352_CWZ3517.2,0.232406312993343,0,0.116341835600254,0.163687059305716,0,0.285895408006033,0,0,0.107942074190738,0,0.00432909918704547,0,0.126646784495176,0,0.0765003541872935,0.00525114311325511,0,0.0996179423375175,0,0.235587216079098,0.0352272831148716,0,0.042,0.151931405687252,1.02673578813472,1.48943251261034
X353_CWZ3517.2,0.0205575251334853,0,0.092711497231578,0,0,0.909933638103233,0,0,0.0163744220487841,0,0.26990346478792,0,0.179560138268214,0.011504339408762,0,0.0730235048585007,0,0,0.0225383358183449,0,0,0,0.932,-0.0166480549670562,1.13451874042971,1.59610686565882
X354_CWZ3517.2,0,0,0.0938569320831923,0.205337877252365,0,0.290608584271938,0.0886514349541716,0.110995210542427,0,0,0.00127900201682431,0,0.175471495191777,0,0,0.218323851740912,0,0.0239273802429484,0,0.0323903857703701,0,0,0.68,0.0325185809506852,1.0725911717627,1.24084215406693
X356_CWZ3517.2,0.0614462425683354,0,0.0738627440730347,0,0.0161520847935716,0.412431478810083,0.168607574636604,0.110846093905355,0,0,0.0713682515704219,0,0.115980541691091,0.230315017982515,0.0594434341013476,0.158801106176732,0.029235037968474,0.160497170095385,0.0188355071750199,0,0,0,0,0.325342225683966,0.947615537954567,1.68782228554797
X360_CWZ3517.2,0.0933542656634985,0.0887665855326621,0,0.010198507511611,0,0.305222032801847,0.270367309609276,0.223827094587467,0,0,0.148627282589368,0,0.0165405692406947,0,0.114328356640855,0.113644431251133,0,0,0.0765644151311566,0,0,0,0.01,0.182512924389948,1.0146620095681,1.46144085055957
X362_CWZ3517.2,0,0.0456379350772749,0.13288781828774,0,0.360824360628869,0.0727897533970728,0.0120693817480502,0,0,0,0.112877690344898,0,0,0.276267068463296,0,0.0658176554317997,0,0,0,0.0458704270227458,0,0,0.966,-0.0323152886741397,1.11380187843211,1.12504209040175
X375_CWZ3517.2,0,0.0707209439143027,0.0504950549461104,0.0873480211520219,0,0.30508014506173,0.0748137122270315,0.024949781800878,0.033366431501926,0,0.0130639130745014,0,0.0956108816461041,0,0.00395200386026907,0.27231806303553,0.0579895410881886,0.0269086515572682,0.100468314419351,0.0348127449912186,0,0,0.442,0.0647574436160948,1.04544256093829,1.25189820427643
X376_CWZ3517.2,0,0.000503754974672335,0,0,0,0.34337946306205,0.144321028732119,0.193942665068013,0,0,0,0.0576703235499306,0.0255274240712876,0.091720782188514,0.0708317027730096,0.251353841637611,0,0.259444015840746,0,0.176084935275009,0,0.0333974733529979,0.002,0.240234245245326,0.990044564430425,1.64817741052596
X378_CWZ3517.2,0,0.0511845432178402,0.00903130034350065,0.169441345535249,0,0.331827832814857,0.182290918100153,0.181973458583943,0,0,0.0552126582036864,0,0.161068877448487,0.0900708228281191,0.132374421928923,0.290588547682384,0,0,0.0991759600143537,0.0734435042268823,0,0,0,0.383716715234171,0.92295588700188,1.82768419092838
X380_CWZ3517.2,0,0.330372656119761,0,0.0658130914451563,0.228872780503757,0.238164219027797,0.0160778134826089,0,0,0,0,0.0599978877869218,0.030962686110543,0.110357049077866,0,0.0679841045848068,0,0,0.0143464589730665,0,0,0,0.756,0.0197392699101289,1.0992187914149,1.16294874711228
X381_CWZ3517.2,0.0059933406473658,0,0.0518227209045574,0.0258526188720508,0,0.208203654227559,0.0773169477629704,0,0,0,0,0.0566245034023587,0,0.107837995279467,0.00516435664482764,0.421966797763042,0.102368685075292,0.153066656893925,0,0.229514644351356,0.0111951828882283,0,0.00600000000000001,0.194910385077264,1.01420483137853,1.456928104713
X383_CWZ3517.2,0,0.120899002991845,0,0.0447928350863538,0,0.12574859851576,0.192340294074624,0.220858289195005,0,0,0.0300204755117118,0,0,0,0.256618112369778,0.0493385007623414,0.0686059867998683,0.0693211841474395,0,0.147253143860644,0,0.00010067712390312,0.098,0.129054708223254,1.05587247874309,1.32589710043927
X386_CWZ3517.3,0.375756869055786,0,0.0203894528503347,0.0997229494636774,0,0,0,0,0.0596209334009718,0.0739573333960887,0.0932587265754546,0,0,0.245576673091868,0,0.0521584308369527,0,0,0,0.130156076017294,0,0,0.902,-0.00681416005181741,1.11282675808763,1.15059744468843
X387_CWZ3517.3,0,0.134216353010127,0.000526325202529106,0.0827750555560952,0,0.46694294528307,0.216392106855584,0.221335422770351,0,0,0.0854150599502525,0.0409254380020965,0.0397366047275015,0.048557429591678,0.125600932746412,0.241884037704455,0.0413309755786551,0.0410910322605588,0.0162963346153485,0,0,0,0,0.354986719510805,0.93726223479463,1.80302605385471
X388_CWZ3517.3,0,0.0305021275874125,0.0730848114335587,0.160953128926087,0,0.166881571570458,0.0533173058832387,0.0662382877198542,0,0,0,0,0.0081488555934821,0.0328393544904725,0.17931504927103,0.380976927547746,0.00428760290444282,0.0732301630471768,0.0474395759886699,0.0289677737329609,0,0,0.114,0.12452949802387,1.04135158800073,1.30618253569659
X389_CWZ3517.3,0.258020336825881,0,0,0,0.356889257765157,0,0,0,0.291787130681107,0,0.0147671952528852,0.152088283868644,0,0,0.0147023116838201,0,0.0179753351217427,0,0,0,0.0349352262103612,0,0.99,-0.0614762038960825,1.17826863492785,1.1411650774096
X390_CWZ3517.3,0,0.285554971521302,0,0.050487617533513,0,0.51479647967624,0.135940754572445,0.0986874994802543,0,0,0,0,0.0408029590555483,0,0.118376997158461,0.178531891789426,0.00217684751567218,0.0331061852393131,0,0.0746219626789552,0.0270348552199687,0,0.004,0.207461233792739,1.00162932970977,1.5601190214411
X392_CWZ3517.3,0,0.0207076306171252,0.000827756437912473,0,0,0.400050861473753,0.13439134610264,0.153427746658872,0,0,0,0.144911967549591,0,0.123748330680378,0.194110477180128,0.269885151644398,0,0.0660695603674023,0.102981424720567,0,0,0.084403268684729,0,0.352639011941136,0.939013658356996,1.6955155221175
X394_CWZ3517.3,0.094210053917408,0,0.121445475838801,0,0,0.27630242505508,0,0,0.106254780000405,0,0.0485478930409324,0.00347881696491742,0.0163119336208487,0,0,0.250397451278012,0,0.0217164650401804,0.154441791807775,0,0,0.00459604566602782,0.962,-0.0283428981380891,1.08210354621334,1.09770313223039
X397_CWZ3517.3,0.173958491555922,0,0,0,0,0.395054481566398,0,0,0.0645030830566985,0,0.0118215946615931,0.0811305837450927,0,0.195603003860517,0,0,0,0.00777056945318371,0,0.0886467679711165,0,0,0.992,-0.0740726041273653,1.14355266052318,1.01848857587052
X398_CWZ3517.3,0.345208597845815,0,0,0,0.180366583013981,0,0,0,0.0945971201926187,0,0.0338791498703653,0,0,0.42306219307728,0,0.097700238934452,0,0.036725688092747,0,0.102618639916983,0,0,0.374,0.0757589485530628,1.07871384437697,1.31415821094424
X399_CWZ3517.3,0.136905119244105,0.00458366497289704,0.0195811371402601,0.0358991184428464,0,0.439087804544811,0.0794068858979294,0,0,0,0.0520886654876118,0,0.0896195119823344,0.175781042047806,0,0.244215699508961,0.0387493604927671,0,0.146254632054808,0.0736215832914386,0,0.0993376487284539,0.00600000000000001,0.20085486311674,0.998734259305822,1.63513187383703
X400_CWZ3517.3,0.232234539284976,0,0.103540626556744,0.0737749067649905,0,0.370501182094556,0.0508164856584736,0,0.0339366297264683,0,0,0.0116132196607223,0.118512872355643,0.100978237294936,0.0185313654539725,0.174195012585669,0.147864063812128,0,0.0691558198503148,0,0,0.041851455571508,0.08,0.1366975708729,1.01925894694782,1.5475064166711
X401_CWZ3517.3,0.0545402124716477,0,0,0.0154235885807642,0,0.0318876409237232,0.426574138525154,0.165210033345618,0,0,0,0.0980614532700008,0.238632729370207,0.232974913602451,0,0,0,0.0955482330182457,0,0,0,0.0751618309071996,0.00600000000000001,0.198317304952917,1.00548762380952,1.43401477401501
X402_CWZ3517.3,0,0.114567383655559,0.0550022799811265,0,0,0.469683339711618,0.0774740228453536,0,0,0,0,0,0.0078618054492735,0,0.0628849440740614,0.200463968464327,0.143977047571533,0.00255270312462308,0,0.0210487869015268,0.00425735035780654,0,0.814,0.0124824749001786,1.07307429396249,1.15977363213681
X403_CWZ3517.3,0.155391523100354,0,0.0459666691153393,0.117527620130594,0,0.285001016457916,0.252951990934783,0,0.0158936543227051,0,0.134526155287267,0,0.0750616203838905,0.129691413104855,0.197995058952675,0.297110038379151,0.0638112118823649,0,0,0.0641659929082834,0,0,0,0.338201839139948,0.942731356801631,1.83509396496018
X405_CWZ3517.3,0,0.107365846147331,0.0050548187605937,0,0,0.510252516789084,0.0437092326767404,0,0.0984986077103832,0,0.126253836598779,0,0,0.0291489624534433,0.144790360563904,0.138430851071578,0.0711082137092089,0,0,0.122645174900651,0,0,0.092,0.131290666660862,1.03904468552242,1.3972584213817
X406_CWZ3517.3,0.0784057628569589,0,0.0100735815444569,0.0634578859505499,0,0.23331685829519,0.0749757957711637,0.0252121396681216,0,0,0.00747214573268821,0,0.0144230525939478,0.0130688918496169,0,0.397808619472416,0,0.227004079265188,0,0.234068182255684,0,0.0129148829336907,0.012,0.17135520656435,1.02095273487758,1.39220187818967
X407_CWZ3517.3,0.0817866825026947,0,0.0781811680567264,0,0,0.165316783468109,0.170132689242692,0,0,0,0.00661429159421651,0.0122126399711398,0.0469175973212721,0.0852379741030051,0.0783468171851194,0.17841643538805,0.0404162771910204,0.0331009939371211,0.137746403714495,0.0415314109951854,0,0,0.302,0.0870970564428288,1.03497228125398,1.15595816467085
X409_CWZ3517.3,0.0648184284113387,0,0.0223803847847461,0.180251329363749,0,0.208931133635899,0.113367173044631,0.0731951148343188,0,0,0.0044722365822319,0.045673634413573,0.0730766271307514,0.0447080176321082,0.305411664143038,0.469896068241244,0.0374640995744068,0.0162379965296653,0.0199566851237534,0,0,0,0,0.40334303786784,0.916926419939265,1.67984059344545
